WARENAUSGANG_NR;WARENAUSGANG_DATUM;RECHNUNGSNUMMER;DEBITOR;DEBITORNAME;BETRAG_EUR;LAGERORT
WA301363;21.09.2025;AR501363;100132;CORVUS CHEMIE KG;32827,00;Werk Musterhausen
WA301364;26.09.2025;AR501364;100013;NOVA FORMTEILE GMBH;47118,00;Werk Musterhausen
WA301365;15.09.2025;AR501365;100096;ALPHA SYSTEME E.K.;21591,00;Werk Musterhausen
WA301366;10.09.2025;AR501366;100146;ORION KARTON GMBH;24579,00;Werk Musterhausen
WA301367;19.09.2025;AR501367;100135;PACTUM KARTON E.K.;14643,00;Werk Musterhausen
WA301368;04.09.2025;AR501368;100017;HELIOS ETIKETTEN KG;16611,00;Werk Musterhausen
WA301369;18.09.2025;AR501369;100089;LUPUS RECYCLING GMBH;50431,00;Werk Musterhausen
WA301370;22.09.2025;AR501370;100114;ATLAS CHEMIE GMBH;46823,00;Werk Musterhausen
WA301371;06.09.2025;AR501371;100072;IRIS LOGISTIK E.K.;54583,00;Werk Musterhausen
WA301372;15.09.2025;AR501372;100071;VEGA PAPIER GMBH;7361,00;Werk Musterhausen
WA301373;28.09.2025;AR501373;100030;PRISMA ETIKETTEN AG;23080,00;Werk Musterhausen
WA301374;28.09.2025;AR501374;100037;PACTUM TECHNIK GMBH;28455,00;Werk Musterhausen
WA301375;11.09.2025;AR501375;100142;NOVA RECYCLING SE;17188,00;Werk Musterhausen
WA301376;12.09.2025;AR501376;100057;CORVUS FORMTEILE GMBH;26825,00;Werk Musterhausen
WA301377;10.09.2025;AR501377;100156;KRANICH PAPIER GMBH & CO. KG;6708,00;Werk Musterhausen
WA301378;10.09.2025;AR501378;100088;NOVA BESCHICHTUNG GMBH;17033,00;Werk Musterhausen
WA301379;07.09.2025;AR501379;100000;FALKE FOLIEN E.K.;23942,00;Werk Musterhausen
WA301380;29.09.2025;AR501380;100036;KRONOS PAPIER GMBH;45408,00;Werk Musterhausen
WA301381;27.09.2025;AR501381;100067;NOVA DRUCK GMBH;38051,00;Werk Musterhausen
WA301382;18.09.2025;AR501382;100068;VEGA ETIKETTEN KG;2464,00;Werk Musterhausen
WA301383;08.09.2025;AR501383;100053;REIHER LOGISTIK GMBH;29982,00;Werk Musterhausen
WA301384;24.09.2025;AR501384;100022;WEST INDUSTRIEBEDARF GMBH;16842,00;Werk Musterhausen
WA301385;19.09.2025;AR501385;100139;RATIO BESCHICHTUNG KG;8046,00;Werk Musterhausen
WA301386;16.09.2025;AR501386;100002;FOKUS DRUCK SE;23190,00;Werk Musterhausen
WA301387;10.09.2025;AR501387;100095;KRONOS MASCHINEN SE;54496,00;Werk Musterhausen
WA301388;13.09.2025;AR501388;100020;ADLER TRANSPORT GMBH;16474,00;Werk Musterhausen
WA301389;05.09.2025;AR501389;100040;SOLUM WERKSTOFFE GMBH;19018,00;Werk Musterhausen
WA301390;11.09.2025;AR501390;100080;RATIO SYSTEME GMBH;40609,00;Werk Musterhausen
WA301391;23.09.2025;AR501391;100031;RATIO PAPIER KG;21738,00;Werk Musterhausen
WA301392;03.09.2025;AR501392;100062;POLLUX BESCHICHTUNG GMBH;40868,00;Werk Musterhausen
WA301393;27.09.2025;AR501393;100011;BOREAS BESCHICHTUNG E.K.;6379,00;Werk Musterhausen
WA301394;01.09.2025;AR501394;100146;ORION KARTON GMBH;4722,00;Werk Musterhausen
WA301395;20.09.2025;AR501395;100011;BOREAS BESCHICHTUNG E.K.;43172,00;Werk Musterhausen
WA301396;04.09.2025;AR501396;100144;WEST CHEMIE SE;49408,00;Werk Musterhausen
WA301397;15.09.2025;AR501397;100110;RATIO RECYCLING E.K.;41966,00;Werk Musterhausen
WA301398;08.09.2025;AR501398;100064;FALKE MASCHINEN GMBH;4051,00;Werk Musterhausen
WA301399;07.09.2025;AR501399;100122;FOKUS SYSTEME GMBH;35475,00;Werk Musterhausen
WA301400;09.09.2025;AR501400;100045;HELIOS DRUCK GMBH;27165,00;Werk Musterhausen
WA301401;17.09.2025;AR501401;100043;DELTA BESCHICHTUNG GMBH & CO. KG;31173,00;Werk Musterhausen
WA301402;21.09.2025;AR501402;100002;FOKUS DRUCK SE;50453,00;Werk Musterhausen
WA301403;25.09.2025;AR501403;100113;MERKUR RECYCLING E.K.;53722,00;Werk Musterhausen
WA301404;23.09.2025;AR501404;100152;NORD WERKSTOFFE GMBH;2178,00;Werk Musterhausen
WA301405;13.09.2025;AR501405;100154;CIVES WERKSTOFFE E.K.;32015,00;Werk Musterhausen
WA301406;12.09.2025;AR501406;100054;CIVES ETIKETTEN SE;46497,00;Werk Musterhausen
WA301407;28.09.2025;AR501407;100122;FOKUS SYSTEME GMBH;2775,00;Werk Musterhausen
WA301408;18.09.2025;AR501408;100055;ADLER DRUCK KG;10002,00;Werk Musterhausen
WA301409;30.09.2025;AR501409;100044;VEGA FORMTEILE GMBH;48430,00;Werk Musterhausen
WA301410;11.09.2025;AR501410;100055;ADLER DRUCK KG;13237,00;Werk Musterhausen
WA301411;01.09.2025;AR501411;100000;FALKE FOLIEN E.K.;23843,00;Werk Musterhausen
WA301412;21.09.2025;AR501412;100066;SOLUM PAPIER GMBH;17001,00;Werk Musterhausen
WA301413;04.09.2025;AR501413;100131;WEST FORMTEILE GMBH;20160,00;Werk Musterhausen
WA301414;26.09.2025;AR501414;100076;PACTUM LOGISTIK SE;16603,00;Werk Musterhausen
WA301415;25.09.2025;AR501415;100033;WEST TECHNIK GMBH;46477,00;Werk Musterhausen
WA301416;29.09.2025;AR501416;100084;FOKUS LOGISTIK AG;28965,00;Werk Musterhausen
WA301417;05.09.2025;AR501417;100125;AURORA HANDEL GMBH;38514,00;Werk Musterhausen
WA301418;17.09.2025;AR501418;100146;ORION KARTON GMBH;52151,00;Werk Musterhausen
WA301419;17.09.2025;AR501419;100134;SOLUM TRANSPORT E.K.;5648,00;Werk Musterhausen
WA301420;21.09.2025;AR501420;100052;ORION TRANSPORT GMBH;4011,00;Werk Musterhausen
WA301421;09.09.2025;AR501421;100101;WEST KARTON GMBH;11096,00;Werk Musterhausen
WA301422;02.09.2025;AR501422;100110;RATIO RECYCLING E.K.;30032,00;Werk Musterhausen
WA301423;20.09.2025;AR501423;100028;VEGA FOLIEN GMBH;2556,00;Werk Musterhausen
WA301424;24.09.2025;AR501424;100005;CORVUS HANDEL KG;16997,00;Werk Musterhausen
WA301425;23.09.2025;AR501425;100118;LUPUS PAPIER GMBH;41077,00;Werk Musterhausen
WA301426;23.09.2025;AR501426;100047;ADLER KARTON KG;13040,00;Werk Musterhausen
WA301427;12.09.2025;AR501427;100013;NOVA FORMTEILE GMBH;33493,00;Werk Musterhausen
WA301428;02.09.2025;AR501428;100012;ATLAS FORMTEILE SE;8031,00;Werk Musterhausen
WA301429;18.09.2025;AR501429;100113;MERKUR RECYCLING E.K.;46584,00;Werk Musterhausen
WA301430;27.09.2025;AR501430;100133;ADLER FORMTEILE GMBH & CO. KG;7799,00;Werk Musterhausen
WA301431;26.09.2025;AR501431;100088;NOVA BESCHICHTUNG GMBH;40476,00;Werk Musterhausen
WA301432;26.09.2025;AR501432;100066;SOLUM PAPIER GMBH;5111,00;Werk Musterhausen
WA301433;08.09.2025;AR501433;100108;ATLAS MASCHINEN AG;14766,00;Werk Musterhausen
WA301434;29.09.2025;AR501434;100124;MERKUR MASCHINEN KG;29808,00;Werk Musterhausen
WA301435;13.09.2025;AR501435;100050;OST CHEMIE GMBH;35040,00;Werk Musterhausen
WA301436;23.09.2025;AR501436;100112;WEST CHEMIE GMBH & CO. KG;8131,00;Werk Musterhausen
WA301437;10.09.2025;AR501437;100063;MERKUR DRUCK SE;14544,00;Werk Musterhausen
WA301438;16.09.2025;AR501438;100119;TITAN WERKSTOFFE GMBH & CO. KG;39531,00;Werk Musterhausen
WA301439;23.09.2025;AR501439;100045;HELIOS DRUCK GMBH;45006,00;Werk Musterhausen
WA301440;24.09.2025;AR501440;100001;FOKUS KUNSTSTOFF GMBH;32290,00;Werk Musterhausen
WA301441;25.09.2025;AR501441;100035;CIVES TECHNIK GMBH;26659,00;Werk Musterhausen
WA301442;27.09.2025;AR501442;100105;WEST SYSTEME GMBH & CO. KG;41358,00;Werk Musterhausen
WA301443;21.09.2025;AR501443;100015;OST WERKSTOFFE AG;12517,00;Werk Musterhausen
WA301444;10.09.2025;AR501444;100049;OST KARTON AG;29867,00;Werk Musterhausen
WA301445;08.09.2025;AR501445;100010;FOKUS TECHNIK GMBH;421,00;Werk Musterhausen
WA301446;08.09.2025;AR501446;100099;VEGA CHEMIE KG;31578,00;Werk Musterhausen
WA301447;22.09.2025;AR501447;100102;CASTOR FORMTEILE GMBH;47273,00;Werk Musterhausen
WA301448;07.09.2025;AR501448;100107;CASTOR VERPACKUNG AG;20625,00;Werk Musterhausen
WA301449;11.09.2025;AR501449;100149;RATIO DISTRIBUTION GMBH;26729,00;Werk Musterhausen
WA301450;15.09.2025;AR501450;100153;KRONOS INDUSTRIEBEDARF E.K.;32202,00;Werk Musterhausen
WA301451;04.09.2025;AR501451;100064;FALKE MASCHINEN GMBH;2127,00;Werk Musterhausen
WA301452;04.09.2025;AR501452;100147;NOVA BESCHICHTUNG KG;29921,00;Werk Musterhausen
WA301453;16.09.2025;AR501453;100130;TITAN DISTRIBUTION GMBH;42273,00;Werk Musterhausen
WA301454;05.09.2025;AR501454;100003;IRIS MASCHINEN KG;48743,00;Werk Musterhausen
WA301455;16.09.2025;AR501455;100112;WEST CHEMIE GMBH & CO. KG;21810,00;Werk Musterhausen
WA301456;24.09.2025;AR501456;100114;ATLAS CHEMIE GMBH;12891,00;Werk Musterhausen
WA301457;10.09.2025;AR501457;100012;ATLAS FORMTEILE SE;50135,00;Werk Musterhausen
WA301458;12.09.2025;AR501458;100143;NOVA WERKSTOFFE KG;7474,00;Werk Musterhausen
WA301459;14.09.2025;AR501459;100059;FOKUS RECYCLING GMBH & CO. KG;22169,00;Werk Musterhausen
WA301460;27.09.2025;AR501460;100073;KRANICH MASCHINEN AG;23196,00;Werk Musterhausen
WA301461;19.09.2025;AR501461;100052;ORION TRANSPORT GMBH;17995,00;Werk Musterhausen
WA301462;20.09.2025;AR501462;100095;KRONOS MASCHINEN SE;25472,00;Werk Musterhausen
WA301463;13.09.2025;AR501463;100033;WEST TECHNIK GMBH;18121,00;Werk Musterhausen
WA301464;30.09.2025;AR501464;100001;FOKUS KUNSTSTOFF GMBH;52270,00;Werk Musterhausen
WA301465;24.09.2025;AR501465;100022;WEST INDUSTRIEBEDARF GMBH;5453,00;Werk Musterhausen
WA301466;13.09.2025;AR501466;100133;ADLER FORMTEILE GMBH & CO. KG;52623,00;Werk Musterhausen
WA301467;20.09.2025;AR501467;100146;ORION KARTON GMBH;15214,00;Werk Musterhausen
WA301468;12.09.2025;AR501468;100028;VEGA FOLIEN GMBH;12905,00;Werk Musterhausen
WA301469;13.09.2025;AR501469;100153;KRONOS INDUSTRIEBEDARF E.K.;32287,00;Werk Musterhausen
WA301470;25.09.2025;AR501470;100061;TERRA KARTON E.K.;33221,00;Werk Musterhausen
WA301471;08.09.2025;AR501471;100017;HELIOS ETIKETTEN KG;50998,00;Werk Musterhausen
WA301472;11.09.2025;AR501472;100138;ALPHA FOLIEN GMBH;12266,00;Werk Musterhausen
WA301473;26.09.2025;AR501473;100137;PRISMA DISTRIBUTION GMBH;5849,00;Werk Musterhausen
WA301474;21.09.2025;AR501474;100010;FOKUS TECHNIK GMBH;44266,00;Werk Musterhausen
WA301475;14.09.2025;AR501475;100004;PRISMA SYSTEME AG;23118,00;Werk Musterhausen
WA301476;19.09.2025;AR501476;100086;HELIOS FOLIEN GMBH & CO. KG;34033,00;Werk Musterhausen
WA301477;27.09.2025;AR501477;100054;CIVES ETIKETTEN SE;50900,00;Werk Musterhausen
WA301478;17.09.2025;AR501478;100035;CIVES TECHNIK GMBH;12671,00;Werk Musterhausen
WA301479;19.09.2025;AR501479;100001;FOKUS KUNSTSTOFF GMBH;3861,00;Werk Musterhausen
WA301480;06.09.2025;AR501480;100054;CIVES ETIKETTEN SE;47366,00;Werk Musterhausen
WA301481;04.09.2025;AR501481;100122;FOKUS SYSTEME GMBH;9052,00;Werk Musterhausen
WA301482;07.09.2025;AR501482;100067;NOVA DRUCK GMBH;41275,00;Werk Musterhausen
WA301483;24.09.2025;AR501483;100066;SOLUM PAPIER GMBH;54555,00;Werk Musterhausen
WA301484;28.09.2025;AR501484;100015;OST WERKSTOFFE AG;11925,00;Werk Musterhausen
WA301485;20.09.2025;AR501485;100024;KRANICH HANDEL GMBH;41117,00;Werk Musterhausen
WA301486;17.09.2025;AR501486;100102;CASTOR FORMTEILE GMBH;53595,00;Werk Musterhausen
WA301487;22.09.2025;AR501487;100111;PACTUM RECYCLING E.K.;40836,00;Werk Musterhausen
WA301488;18.09.2025;AR501488;100104;NORD INDUSTRIEBEDARF GMBH;12470,00;Werk Musterhausen
WA301489;23.09.2025;AR501489;100028;VEGA FOLIEN GMBH;45404,00;Werk Musterhausen
WA301490;30.09.2025;AR501490;100080;RATIO SYSTEME GMBH;15676,00;Werk Musterhausen
WA301491;10.09.2025;AR501491;100109;SOLUM KARTON GMBH & CO. KG;10636,00;Werk Musterhausen
WA301492;06.09.2025;AR501492;100118;LUPUS PAPIER GMBH;33253,00;Werk Musterhausen
WA301493;24.09.2025;AR501493;100089;LUPUS RECYCLING GMBH;21465,00;Werk Musterhausen
WA301494;02.09.2025;AR501494;100018;SOLUM RECYCLING AG;9276,00;Werk Musterhausen
WA301495;11.09.2025;AR501495;100110;RATIO RECYCLING E.K.;28130,00;Werk Musterhausen
WA301496;13.09.2025;AR501496;100068;VEGA ETIKETTEN KG;23111,00;Werk Musterhausen
WA301497;29.09.2025;AR501497;100111;PACTUM RECYCLING E.K.;43836,00;Werk Musterhausen
WA301498;02.09.2025;AR501498;100021;HELIOS RECYCLING GMBH;33252,00;Werk Musterhausen
WA301499;24.09.2025;AR501499;100066;SOLUM PAPIER GMBH;25748,00;Werk Musterhausen
WA301500;15.09.2025;AR501500;100035;CIVES TECHNIK GMBH;21545,00;Werk Musterhausen
WA301501;07.09.2025;AR501501;100130;TITAN DISTRIBUTION GMBH;40559,00;Werk Musterhausen
WA301502;30.09.2025;AR501502;100078;FALKE SYSTEME GMBH;28540,00;Werk Musterhausen
WA301503;29.09.2025;AR501503;100155;RATIO TRANSPORT GMBH;41528,00;Werk Musterhausen
WA301504;18.09.2025;AR501504;100077;KRANICH FORMTEILE E.K.;34172,00;Werk Musterhausen
WA301505;19.09.2025;AR501505;100081;ADLER RECYCLING GMBH;14057,00;Werk Musterhausen
WA301506;27.09.2025;AR501506;100004;PRISMA SYSTEME AG;7538,00;Werk Musterhausen
WA301507;16.09.2025;AR501507;100113;MERKUR RECYCLING E.K.;38400,00;Werk Musterhausen
WA301508;11.09.2025;AR501508;100108;ATLAS MASCHINEN AG;14802,00;Werk Musterhausen
WA301509;11.09.2025;AR501509;100145;ATLAS RECYCLING SE;18953,00;Werk Musterhausen
WA301510;24.09.2025;AR501510;100072;IRIS LOGISTIK E.K.;1642,00;Werk Musterhausen
WA301511;02.09.2025;AR501511;100029;PRISMA WERKSTOFFE SE;4087,00;Werk Musterhausen
WA301512;29.09.2025;AR501512;100093;TERRA RECYCLING GMBH;20785,00;Werk Musterhausen
WA301513;02.09.2025;AR501513;100069;HELIOS WERKSTOFFE GMBH;26595,00;Werk Musterhausen
WA301514;06.09.2025;AR501514;100107;CASTOR VERPACKUNG AG;41817,00;Werk Musterhausen
WA301515;01.09.2025;AR501515;100136;KRANICH LOGISTIK GMBH;25826,00;Werk Musterhausen
WA301516;18.09.2025;AR501516;100075;FALKE ETIKETTEN E.K.;2660,00;Werk Musterhausen
WA301517;01.09.2025;AR501517;100092;SATURN ETIKETTEN GMBH;1873,00;Werk Musterhausen
WA301518;17.09.2025;AR501518;100109;SOLUM KARTON GMBH & CO. KG;12728,00;Werk Musterhausen
WA301519;01.09.2025;AR501519;100098;PACTUM FOLIEN AG;46577,00;Werk Musterhausen
WA301520;12.09.2025;AR501520;100147;NOVA BESCHICHTUNG KG;29036,00;Werk Musterhausen
WA301521;19.09.2025;AR501521;100087;SOLUM VERPACKUNG GMBH;45658,00;Werk Musterhausen
WA301522;14.09.2025;AR501522;100054;CIVES ETIKETTEN SE;35301,00;Werk Musterhausen
WA301523;02.09.2025;AR501523;100020;ADLER TRANSPORT GMBH;29103,00;Werk Musterhausen
WA301524;10.09.2025;AR501524;100018;SOLUM RECYCLING AG;19901,00;Werk Musterhausen
WA301525;03.09.2025;AR501525;100155;RATIO TRANSPORT GMBH;24464,00;Werk Musterhausen
WA301526;12.09.2025;AR501526;100127;TERRA TECHNIK KG;6503,00;Werk Musterhausen
WA301527;29.09.2025;AR501527;100076;PACTUM LOGISTIK SE;48403,00;Werk Musterhausen
WA301528;25.09.2025;AR501528;100046;SÜD KUNSTSTOFF KG;19691,00;Werk Musterhausen
WA301529;23.09.2025;AR501529;100055;ADLER DRUCK KG;32180,00;Werk Musterhausen
WA301530;05.10.2025;AR501530;100155;RATIO TRANSPORT GMBH;49395,00;Werk Musterhausen
WA301531;01.10.2025;AR501531;100059;FOKUS RECYCLING GMBH & CO. KG;49937,00;Werk Musterhausen
WA301532;01.10.2025;AR501532;100129;ALPHA PAPIER E.K.;38401,00;Werk Musterhausen
WA301533;30.10.2025;AR501533;100125;AURORA HANDEL GMBH;17571,00;Werk Musterhausen
WA301534;12.10.2025;AR501534;100144;WEST CHEMIE SE;42495,00;Werk Musterhausen
WA301535;08.10.2025;AR501535;100094;SATURN FORMTEILE SE;5813,00;Werk Musterhausen
WA301536;23.10.2025;AR501536;100132;CORVUS CHEMIE KG;4124,00;Werk Musterhausen
WA301537;03.10.2025;AR501537;100142;NOVA RECYCLING SE;11801,00;Werk Musterhausen
WA301538;21.10.2025;AR501538;100103;IRIS MASCHINEN AG;3946,00;Werk Musterhausen
WA301539;26.10.2025;AR501539;100096;ALPHA SYSTEME E.K.;10097,00;Werk Musterhausen
WA301540;03.10.2025;AR501540;100120;WEST TECHNIK SE;15449,00;Werk Musterhausen
WA301541;29.10.2025;AR501541;100094;SATURN FORMTEILE SE;40358,00;Werk Musterhausen
WA301542;03.10.2025;AR501542;100154;CIVES WERKSTOFFE E.K.;15298,00;Werk Musterhausen
WA301543;02.10.2025;AR501543;100029;PRISMA WERKSTOFFE SE;26761,00;Werk Musterhausen
WA301544;18.10.2025;AR501544;100107;CASTOR VERPACKUNG AG;3331,00;Werk Musterhausen
WA301545;16.10.2025;AR501545;100098;PACTUM FOLIEN AG;9818,00;Werk Musterhausen
WA301546;07.10.2025;AR501546;100095;KRONOS MASCHINEN SE;15334,00;Werk Musterhausen
WA301547;09.10.2025;AR501547;100018;SOLUM RECYCLING AG;10698,00;Werk Musterhausen
WA301548;27.10.2025;AR501548;100012;ATLAS FORMTEILE SE;8181,00;Werk Musterhausen
WA301549;06.10.2025;AR501549;100085;WEST LOGISTIK GMBH;4253,00;Werk Musterhausen
WA301550;06.10.2025;AR501550;100041;PRISMA HANDEL E.K.;50335,00;Werk Musterhausen
WA301551;12.10.2025;AR501551;100000;FALKE FOLIEN E.K.;41716,00;Werk Musterhausen
WA301552;21.10.2025;AR501552;100071;VEGA PAPIER GMBH;9858,00;Werk Musterhausen
WA301553;18.10.2025;AR501553;100093;TERRA RECYCLING GMBH;16008,00;Werk Musterhausen
WA301554;26.10.2025;AR501554;100020;ADLER TRANSPORT GMBH;27679,00;Werk Musterhausen
WA301555;22.10.2025;AR501555;100105;WEST SYSTEME GMBH & CO. KG;26512,00;Werk Musterhausen
WA301556;02.10.2025;AR501556;100145;ATLAS RECYCLING SE;17292,00;Werk Musterhausen
WA301557;01.10.2025;AR501557;100030;PRISMA ETIKETTEN AG;11509,00;Werk Musterhausen
WA301558;03.10.2025;AR501558;100089;LUPUS RECYCLING GMBH;28208,00;Werk Musterhausen
WA301559;23.10.2025;AR501559;100140;MERKUR HANDEL E.K.;12250,00;Werk Musterhausen
WA301560;20.10.2025;AR501560;100136;KRANICH LOGISTIK GMBH;32164,00;Werk Musterhausen
WA301561;20.10.2025;AR501561;100076;PACTUM LOGISTIK SE;50003,00;Werk Musterhausen
WA301562;12.10.2025;AR501562;100080;RATIO SYSTEME GMBH;3585,00;Werk Musterhausen
WA301563;09.10.2025;AR501563;100074;WEST LOGISTIK KG;43785,00;Werk Musterhausen
WA301564;02.10.2025;AR501564;100029;PRISMA WERKSTOFFE SE;27216,00;Werk Musterhausen
WA301565;02.10.2025;AR501565;100036;KRONOS PAPIER GMBH;4926,00;Werk Musterhausen
WA301566;26.10.2025;AR501566;100003;IRIS MASCHINEN KG;18024,00;Werk Musterhausen
WA301567;19.10.2025;AR501567;100152;NORD WERKSTOFFE GMBH;11179,00;Werk Musterhausen
WA301568;19.10.2025;AR501568;100002;FOKUS DRUCK SE;23088,00;Werk Musterhausen
WA301569;18.10.2025;AR501569;100119;TITAN WERKSTOFFE GMBH & CO. KG;21764,00;Werk Musterhausen
WA301570;16.10.2025;AR501570;100092;SATURN ETIKETTEN GMBH;34446,00;Werk Musterhausen
WA301571;15.10.2025;AR501571;100116;KRANICH MASCHINEN KG;42357,00;Werk Musterhausen
WA301572;21.10.2025;AR501572;100086;HELIOS FOLIEN GMBH & CO. KG;43044,00;Werk Musterhausen
WA301573;20.10.2025;AR501573;100129;ALPHA PAPIER E.K.;41922,00;Werk Musterhausen
WA301574;05.10.2025;AR501574;100040;SOLUM WERKSTOFFE GMBH;33586,00;Werk Musterhausen
WA301575;08.10.2025;AR501575;100088;NOVA BESCHICHTUNG GMBH;30016,00;Werk Musterhausen
WA301576;12.10.2025;AR501576;100114;ATLAS CHEMIE GMBH;54338,00;Werk Musterhausen
WA301577;24.10.2025;AR501577;100006;SÜD DRUCK GMBH;42725,00;Werk Musterhausen
WA301578;11.10.2025;AR501578;100153;KRONOS INDUSTRIEBEDARF E.K.;21386,00;Werk Musterhausen
WA301579;04.10.2025;AR501579;100016;MERKUR WERKSTOFFE SE;53519,00;Werk Musterhausen
WA301580;23.10.2025;AR501580;100004;PRISMA SYSTEME AG;43760,00;Werk Musterhausen
WA301581;02.10.2025;AR501581;100128;RATIO INDUSTRIEBEDARF AG;43834,00;Werk Musterhausen
WA301582;31.10.2025;AR501582;100119;TITAN WERKSTOFFE GMBH & CO. KG;3444,00;Werk Musterhausen
WA301583;22.10.2025;AR501583;100001;FOKUS KUNSTSTOFF GMBH;31381,00;Werk Musterhausen
WA301584;29.10.2025;AR501584;100104;NORD INDUSTRIEBEDARF GMBH;14049,00;Werk Musterhausen
WA301585;24.10.2025;AR501585;100008;FALKE CHEMIE KG;45955,00;Werk Musterhausen
WA301586;09.10.2025;AR501586;100060;ATLAS FOLIEN GMBH & CO. KG;3869,00;Werk Musterhausen
WA301587;01.10.2025;AR501587;100133;ADLER FORMTEILE GMBH & CO. KG;2064,00;Werk Musterhausen
WA301588;18.10.2025;AR501588;100082;NORD PAPIER KG;1162,00;Werk Musterhausen
WA301589;09.10.2025;AR501589;100017;HELIOS ETIKETTEN KG;15825,00;Werk Musterhausen
WA301590;25.10.2025;AR501590;100000;FALKE FOLIEN E.K.;27919,00;Werk Musterhausen
WA301591;14.10.2025;AR501591;100138;ALPHA FOLIEN GMBH;50625,00;Werk Musterhausen
WA301592;15.10.2025;AR501592;100029;PRISMA WERKSTOFFE SE;20306,00;Werk Musterhausen
WA301593;27.10.2025;AR501593;100061;TERRA KARTON E.K.;31403,00;Werk Musterhausen
WA301594;31.10.2025;AR501594;100008;FALKE CHEMIE KG;22166,00;Werk Musterhausen
WA301595;10.10.2025;AR501595;100010;FOKUS TECHNIK GMBH;54781,00;Werk Musterhausen
WA301596;12.10.2025;AR501596;100086;HELIOS FOLIEN GMBH & CO. KG;20235,00;Werk Musterhausen
WA301597;29.10.2025;AR501597;100085;WEST LOGISTIK GMBH;30683,00;Werk Musterhausen
WA301598;23.10.2025;AR501598;100091;RATIO RECYCLING AG;21095,00;Werk Musterhausen
WA301599;14.10.2025;AR501599;100089;LUPUS RECYCLING GMBH;4839,00;Werk Musterhausen
WA301600;28.10.2025;AR501600;100142;NOVA RECYCLING SE;21055,00;Werk Musterhausen
WA301601;20.10.2025;AR501601;100148;AURORA INDUSTRIEBEDARF GMBH & CO. KG;50966,00;Werk Musterhausen
WA301602;12.10.2025;AR501602;100042;ADLER HANDEL GMBH;20205,00;Werk Musterhausen
WA301603;31.10.2025;AR501603;100005;CORVUS HANDEL KG;48464,00;Werk Musterhausen
WA301604;01.10.2025;AR501604;100139;RATIO BESCHICHTUNG KG;1370,00;Werk Musterhausen
WA301605;13.10.2025;AR501605;100007;RATIO LOGISTIK GMBH;48047,00;Werk Musterhausen
WA301606;15.10.2025;AR501606;100131;WEST FORMTEILE GMBH;10416,00;Werk Musterhausen
WA301607;26.10.2025;AR501607;100063;MERKUR DRUCK SE;5845,00;Werk Musterhausen
WA301608;30.10.2025;AR501608;100079;CORVUS KARTON GMBH;1338,00;Werk Musterhausen
WA301609;05.10.2025;AR501609;100120;WEST TECHNIK SE;43949,00;Werk Musterhausen
WA301610;20.10.2025;AR501610;100129;ALPHA PAPIER E.K.;47531,00;Werk Musterhausen
WA301611;19.10.2025;AR501611;100102;CASTOR FORMTEILE GMBH;20564,00;Werk Musterhausen
WA301612;02.10.2025;AR501612;100078;FALKE SYSTEME GMBH;4568,00;Werk Musterhausen
WA301613;26.10.2025;AR501613;100144;WEST CHEMIE SE;6399,00;Werk Musterhausen
WA301614;24.10.2025;AR501614;100116;KRANICH MASCHINEN KG;13513,00;Werk Musterhausen
WA301615;18.10.2025;AR501615;100136;KRANICH LOGISTIK GMBH;14913,00;Werk Musterhausen
WA301616;09.10.2025;AR501616;100119;TITAN WERKSTOFFE GMBH & CO. KG;29909,00;Werk Musterhausen
WA301617;05.10.2025;AR501617;100018;SOLUM RECYCLING AG;1120,00;Werk Musterhausen
WA301618;18.10.2025;AR501618;100024;KRANICH HANDEL GMBH;25917,00;Werk Musterhausen
WA301619;08.10.2025;AR501619;100058;VEGA ETIKETTEN GMBH & CO. KG;13729,00;Werk Musterhausen
WA301620;16.10.2025;AR501620;100060;ATLAS FOLIEN GMBH & CO. KG;46713,00;Werk Musterhausen
WA301621;27.10.2025;AR501621;100064;FALKE MASCHINEN GMBH;35154,00;Werk Musterhausen
WA301622;23.10.2025;AR501622;100134;SOLUM TRANSPORT E.K.;25760,00;Werk Musterhausen
WA301623;16.10.2025;AR501623;100133;ADLER FORMTEILE GMBH & CO. KG;17872,00;Werk Musterhausen
WA301624;26.10.2025;AR501624;100008;FALKE CHEMIE KG;19501,00;Werk Musterhausen
WA301625;05.10.2025;AR501625;100100;KRONOS TRANSPORT SE;12826,00;Werk Musterhausen
WA301626;18.10.2025;AR501626;100068;VEGA ETIKETTEN KG;15826,00;Werk Musterhausen
WA301627;05.10.2025;AR501627;100124;MERKUR MASCHINEN KG;31916,00;Werk Musterhausen
WA301628;12.10.2025;AR501628;100031;RATIO PAPIER KG;52116,00;Werk Musterhausen
WA301629;27.10.2025;AR501629;100116;KRANICH MASCHINEN KG;13343,00;Werk Musterhausen
WA301630;28.10.2025;AR501630;100157;IRIS DISTRIBUTION GMBH;28116,00;Werk Musterhausen
WA301631;18.10.2025;AR501631;100083;MERKUR MASCHINEN GMBH;2823,00;Werk Musterhausen
WA301632;29.10.2025;AR501632;100019;POLLUX SYSTEME GMBH;14600,00;Werk Musterhausen
WA301633;11.10.2025;AR501633;100061;TERRA KARTON E.K.;13337,00;Werk Musterhausen
WA301634;23.10.2025;AR501634;100132;CORVUS CHEMIE KG;38555,00;Werk Musterhausen
