RECHNUNGSNUMMER;ART;DEBITOR;DEBITORNAME;FAKTURADATUM;LEISTUNGSDATUM;BETRAG_EUR;WAEHRUNG;BEMERKUNG
AR501284;Rechnung;100143;NOVA WERKSTOFFE KG;30.08.2025;30.08.2025;48043,00;EUR;
AR501285;Rechnung;100052;ORION TRANSPORT GMBH;18.08.2025;18.08.2025;34624,00;EUR;
AR501286;Rechnung;100059;FOKUS RECYCLING GMBH & CO. KG;10.08.2025;10.08.2025;2333,00;EUR;
AR501287;Rechnung;100004;PRISMA SYSTEME AG;14.08.2025;14.08.2025;25607,00;EUR;
AR501288;Rechnung;100117;ATLAS HANDEL E.K.;26.08.2025;26.08.2025;10711,00;EUR;
AR501289;Rechnung;100005;CORVUS HANDEL KG;25.08.2025;25.08.2025;40080,00;EUR;
AR501290;Rechnung;100156;KRANICH PAPIER GMBH & CO. KG;01.08.2025;01.08.2025;54718,00;EUR;
AR501291;Rechnung;100156;KRANICH PAPIER GMBH & CO. KG;18.08.2025;18.08.2025;29340,00;EUR;
AR501292;Rechnung;100117;ATLAS HANDEL E.K.;26.08.2025;26.08.2025;29807,00;EUR;
AR501293;Rechnung;100109;SOLUM KARTON GMBH & CO. KG;03.08.2025;03.08.2025;38146,00;EUR;
AR501294;Rechnung;100143;NOVA WERKSTOFFE KG;26.08.2025;26.08.2025;5080,00;EUR;
AR501295;Rechnung;100081;ADLER RECYCLING GMBH;23.08.2025;23.08.2025;7043,00;EUR;
AR501296;Rechnung;100088;NOVA BESCHICHTUNG GMBH;18.08.2025;18.08.2025;42489,00;EUR;
AR501297;Rechnung;100052;ORION TRANSPORT GMBH;04.08.2025;04.08.2025;17946,00;EUR;
AR501298;Rechnung;100110;RATIO RECYCLING E.K.;29.08.2025;29.08.2025;51863,00;EUR;
AR501299;Rechnung;100122;FOKUS SYSTEME GMBH;18.08.2025;18.08.2025;17994,00;EUR;
AR501300;Rechnung;100142;NOVA RECYCLING SE;20.08.2025;20.08.2025;31409,00;EUR;
AR501301;Rechnung;100055;ADLER DRUCK KG;07.08.2025;07.08.2025;16333,00;EUR;
AR501302;Rechnung;100003;IRIS MASCHINEN KG;29.08.2025;29.08.2025;31092,00;EUR;
AR501303;Rechnung;100077;KRANICH FORMTEILE E.K.;01.08.2025;01.08.2025;18072,00;EUR;
AR501304;Rechnung;100047;ADLER KARTON KG;04.08.2025;04.08.2025;54337,00;EUR;
AR501305;Rechnung;100055;ADLER DRUCK KG;03.08.2025;03.08.2025;29308,00;EUR;
AR501306;Rechnung;100096;ALPHA SYSTEME E.K.;20.08.2025;20.08.2025;13813,00;EUR;
AR501307;Rechnung;100111;PACTUM RECYCLING E.K.;28.08.2025;28.08.2025;45930,00;EUR;
AR501308;Rechnung;100047;ADLER KARTON KG;11.08.2025;11.08.2025;25765,00;EUR;
AR501309;Rechnung;100156;KRANICH PAPIER GMBH & CO. KG;18.08.2025;18.08.2025;36800,00;EUR;
AR501310;Rechnung;100140;MERKUR HANDEL E.K.;08.08.2025;08.08.2025;48859,00;EUR;
AR501311;Rechnung;100036;KRONOS PAPIER GMBH;25.08.2025;25.08.2025;30689,00;EUR;
AR501312;Rechnung;100022;WEST INDUSTRIEBEDARF GMBH;24.08.2025;24.08.2025;27582,00;EUR;
AR501313;Rechnung;100059;FOKUS RECYCLING GMBH & CO. KG;10.08.2025;10.08.2025;21777,00;EUR;
AR501314;Rechnung;100096;ALPHA SYSTEME E.K.;21.08.2025;21.08.2025;47203,00;EUR;
AR501315;Rechnung;100039;IRIS TECHNIK GMBH;25.08.2025;25.08.2025;36193,00;EUR;
AR501316;Rechnung;100089;LUPUS RECYCLING GMBH;04.08.2025;04.08.2025;3244,00;EUR;
AR501317;Rechnung;100077;KRANICH FORMTEILE E.K.;06.08.2025;06.08.2025;20320,00;EUR;
AR501318;Rechnung;100003;IRIS MASCHINEN KG;03.08.2025;03.08.2025;35113,00;EUR;
AR501319;Rechnung;100089;LUPUS RECYCLING GMBH;18.08.2025;18.08.2025;18170,00;EUR;
AR501320;Rechnung;100127;TERRA TECHNIK KG;19.08.2025;19.08.2025;43307,00;EUR;
AR501321;Rechnung;100055;ADLER DRUCK KG;21.08.2025;21.08.2025;44106,00;EUR;
AR501322;Rechnung;100138;ALPHA FOLIEN GMBH;23.08.2025;23.08.2025;26867,00;EUR;
AR501323;Rechnung;100048;ATLAS ETIKETTEN GMBH & CO. KG;18.08.2025;18.08.2025;45165,00;EUR;
AR501324;Rechnung;100006;SÜD DRUCK GMBH;07.08.2025;07.08.2025;41438,00;EUR;
AR501325;Rechnung;100116;KRANICH MASCHINEN KG;28.08.2025;28.08.2025;26367,00;EUR;
AR501326;Rechnung;100129;ALPHA PAPIER E.K.;08.08.2025;08.08.2025;31523,00;EUR;
AR501327;Rechnung;100063;MERKUR DRUCK SE;20.08.2025;20.08.2025;11567,00;EUR;
AR501328;Rechnung;100072;IRIS LOGISTIK E.K.;12.08.2025;12.08.2025;39147,00;EUR;
AR501329;Rechnung;100056;NORD WERKSTOFFE SE;26.08.2025;26.08.2025;53451,00;EUR;
AR501330;Rechnung;100082;NORD PAPIER KG;05.08.2025;05.08.2025;25566,00;EUR;
AR501331;Rechnung;100082;NORD PAPIER KG;09.08.2025;09.08.2025;3081,00;EUR;
AR501332;Rechnung;100021;HELIOS RECYCLING GMBH;25.08.2025;25.08.2025;6892,00;EUR;
AR501333;Rechnung;100127;TERRA TECHNIK KG;20.08.2025;20.08.2025;9557,00;EUR;
AR501334;Rechnung;100124;MERKUR MASCHINEN KG;22.08.2025;22.08.2025;3763,00;EUR;
AR501335;Rechnung;100023;OST PAPIER SE;03.08.2025;03.08.2025;13563,00;EUR;
AR501336;Rechnung;100048;ATLAS ETIKETTEN GMBH & CO. KG;13.08.2025;13.08.2025;2535,00;EUR;
AR501337;Rechnung;100128;RATIO INDUSTRIEBEDARF AG;03.08.2025;03.08.2025;17605,00;EUR;
AR501338;Rechnung;100070;ADLER DRUCK GMBH;31.08.2025;31.08.2025;22614,00;EUR;
AR501339;Rechnung;100081;ADLER RECYCLING GMBH;01.08.2025;01.08.2025;44581,00;EUR;
AR501340;Rechnung;100012;ATLAS FORMTEILE SE;15.08.2025;15.08.2025;39403,00;EUR;
AR501341;Rechnung;100006;SÜD DRUCK GMBH;25.08.2025;25.08.2025;19653,00;EUR;
AR501342;Rechnung;100022;WEST INDUSTRIEBEDARF GMBH;06.08.2025;06.08.2025;22777,00;EUR;
AR501343;Rechnung;100018;SOLUM RECYCLING AG;18.08.2025;18.08.2025;41904,00;EUR;
AR501344;Rechnung;100114;ATLAS CHEMIE GMBH;21.08.2025;21.08.2025;4055,00;EUR;
AR501345;Rechnung;100022;WEST INDUSTRIEBEDARF GMBH;27.08.2025;27.08.2025;28042,00;EUR;
AR501346;Rechnung;100046;SÜD KUNSTSTOFF KG;23.08.2025;23.08.2025;2859,00;EUR;
AR501347;Rechnung;100000;FALKE FOLIEN E.K.;19.08.2025;19.08.2025;6082,00;EUR;
AR501348;Rechnung;100024;KRANICH HANDEL GMBH;25.08.2025;25.08.2025;35764,00;EUR;
AR501349;Rechnung;100041;PRISMA HANDEL E.K.;14.08.2025;14.08.2025;10056,00;EUR;
AR501350;Rechnung;100120;WEST TECHNIK SE;21.08.2025;21.08.2025;44102,00;EUR;
AR501351;Rechnung;100137;PRISMA DISTRIBUTION GMBH;25.08.2025;25.08.2025;20372,00;EUR;
AR501352;Rechnung;100046;SÜD KUNSTSTOFF KG;01.08.2025;01.08.2025;25637,00;EUR;
AR501353;Rechnung;100026;IRIS KUNSTSTOFF E.K.;31.08.2025;31.08.2025;41706,00;EUR;
AR501354;Rechnung;100144;WEST CHEMIE SE;18.08.2025;18.08.2025;2857,00;EUR;
AR501355;Rechnung;100016;MERKUR WERKSTOFFE SE;19.08.2025;19.08.2025;40415,00;EUR;
AR501356;Rechnung;100003;IRIS MASCHINEN KG;19.08.2025;19.08.2025;32889,00;EUR;
AR501357;Rechnung;100095;KRONOS MASCHINEN SE;21.08.2025;21.08.2025;12194,00;EUR;
AR501358;Rechnung;100087;SOLUM VERPACKUNG GMBH;27.08.2025;27.08.2025;45124,00;EUR;
AR501359;Rechnung;100098;PACTUM FOLIEN AG;09.08.2025;09.08.2025;8891,00;EUR;
AR501360;Rechnung;100128;RATIO INDUSTRIEBEDARF AG;29.09.2025;29.09.2025;9320,00;EUR;
AR501361;Rechnung;100093;TERRA RECYCLING GMBH;29.09.2025;29.09.2025;52585,00;EUR;
AR501362;Rechnung;100015;OST WERKSTOFFE AG;29.09.2025;29.09.2025;26954,00;EUR;
AR501363;Rechnung;100132;CORVUS CHEMIE KG;21.09.2025;21.09.2025;32827,00;EUR;
AR501364;Rechnung;100013;NOVA FORMTEILE GMBH;26.09.2025;26.09.2025;47118,00;EUR;
AR501365;Rechnung;100096;ALPHA SYSTEME E.K.;15.09.2025;15.09.2025;21591,00;EUR;
AR501366;Rechnung;100146;ORION KARTON GMBH;10.09.2025;10.09.2025;24579,00;EUR;
AR501367;Rechnung;100135;PACTUM KARTON E.K.;19.09.2025;19.09.2025;14643,00;EUR;
AR501368;Rechnung;100017;HELIOS ETIKETTEN KG;04.09.2025;04.09.2025;16611,00;EUR;
AR501369;Rechnung;100089;LUPUS RECYCLING GMBH;18.09.2025;18.09.2025;50431,00;EUR;
AR501370;Rechnung;100114;ATLAS CHEMIE GMBH;22.09.2025;22.09.2025;46823,00;EUR;
AR501371;Rechnung;100072;IRIS LOGISTIK E.K.;06.09.2025;06.09.2025;54583,00;EUR;
AR501372;Rechnung;100071;VEGA PAPIER GMBH;15.09.2025;15.09.2025;7361,00;EUR;
AR501373;Rechnung;100030;PRISMA ETIKETTEN AG;28.09.2025;28.09.2025;23080,00;EUR;
AR501374;Rechnung;100037;PACTUM TECHNIK GMBH;28.09.2025;28.09.2025;28455,00;EUR;
AR501375;Rechnung;100142;NOVA RECYCLING SE;11.09.2025;11.09.2025;17188,00;EUR;
AR501376;Rechnung;100057;CORVUS FORMTEILE GMBH;12.09.2025;12.09.2025;26825,00;EUR;
AR501377;Rechnung;100156;KRANICH PAPIER GMBH & CO. KG;10.09.2025;10.09.2025;6708,00;EUR;
AR501378;Rechnung;100088;NOVA BESCHICHTUNG GMBH;10.09.2025;10.09.2025;17033,00;EUR;
AR501379;Rechnung;100000;FALKE FOLIEN E.K.;07.09.2025;07.09.2025;23942,00;EUR;
AR501380;Rechnung;100036;KRONOS PAPIER GMBH;29.09.2025;29.09.2025;45408,00;EUR;
AR501381;Rechnung;100067;NOVA DRUCK GMBH;27.09.2025;27.09.2025;38051,00;EUR;
AR501382;Rechnung;100068;VEGA ETIKETTEN KG;18.09.2025;18.09.2025;2464,00;EUR;
AR501383;Rechnung;100053;REIHER LOGISTIK GMBH;08.09.2025;08.09.2025;29982,00;EUR;
AR501384;Rechnung;100022;WEST INDUSTRIEBEDARF GMBH;24.09.2025;24.09.2025;16842,00;EUR;
AR501385;Rechnung;100139;RATIO BESCHICHTUNG KG;19.09.2025;19.09.2025;8046,00;EUR;
AR501386;Rechnung;100002;FOKUS DRUCK SE;16.09.2025;16.09.2025;23190,00;EUR;
AR501387;Rechnung;100095;KRONOS MASCHINEN SE;10.09.2025;10.09.2025;54496,00;EUR;
AR501388;Rechnung;100020;ADLER TRANSPORT GMBH;13.09.2025;13.09.2025;16474,00;EUR;
AR501389;Rechnung;100040;SOLUM WERKSTOFFE GMBH;05.09.2025;05.09.2025;19018,00;EUR;
AR501390;Rechnung;100080;RATIO SYSTEME GMBH;11.09.2025;11.09.2025;40609,00;EUR;
AR501391;Rechnung;100031;RATIO PAPIER KG;23.09.2025;23.09.2025;21738,00;EUR;
AR501392;Rechnung;100062;POLLUX BESCHICHTUNG GMBH;03.09.2025;03.09.2025;40868,00;EUR;
AR501393;Rechnung;100011;BOREAS BESCHICHTUNG E.K.;27.09.2025;27.09.2025;6379,00;EUR;
AR501394;Rechnung;100146;ORION KARTON GMBH;01.09.2025;01.09.2025;4722,00;EUR;
AR501395;Rechnung;100011;BOREAS BESCHICHTUNG E.K.;20.09.2025;20.09.2025;43172,00;EUR;
AR501396;Rechnung;100144;WEST CHEMIE SE;04.09.2025;04.09.2025;49408,00;EUR;
AR501397;Rechnung;100110;RATIO RECYCLING E.K.;15.09.2025;15.09.2025;41966,00;EUR;
AR501398;Rechnung;100064;FALKE MASCHINEN GMBH;08.09.2025;08.09.2025;4051,00;EUR;
AR501399;Rechnung;100122;FOKUS SYSTEME GMBH;07.09.2025;07.09.2025;35475,00;EUR;
AR501400;Rechnung;100045;HELIOS DRUCK GMBH;09.09.2025;09.09.2025;27165,00;EUR;
AR501401;Rechnung;100043;DELTA BESCHICHTUNG GMBH & CO. KG;17.09.2025;17.09.2025;31173,00;EUR;
AR501402;Rechnung;100002;FOKUS DRUCK SE;21.09.2025;21.09.2025;50453,00;EUR;
AR501403;Rechnung;100113;MERKUR RECYCLING E.K.;25.09.2025;25.09.2025;53722,00;EUR;
AR501404;Rechnung;100152;NORD WERKSTOFFE GMBH;23.09.2025;23.09.2025;2178,00;EUR;
AR501405;Rechnung;100154;CIVES WERKSTOFFE E.K.;13.09.2025;13.09.2025;32015,00;EUR;
AR501406;Rechnung;100054;CIVES ETIKETTEN SE;12.09.2025;12.09.2025;46497,00;EUR;
AR501407;Rechnung;100122;FOKUS SYSTEME GMBH;28.09.2025;28.09.2025;2775,00;EUR;
AR501408;Rechnung;100055;ADLER DRUCK KG;18.09.2025;18.09.2025;10002,00;EUR;
AR501409;Rechnung;100044;VEGA FORMTEILE GMBH;30.09.2025;30.09.2025;48430,00;EUR;
AR501410;Rechnung;100055;ADLER DRUCK KG;11.09.2025;11.09.2025;13237,00;EUR;
AR501411;Rechnung;100000;FALKE FOLIEN E.K.;01.09.2025;01.09.2025;23843,00;EUR;
AR501412;Rechnung;100066;SOLUM PAPIER GMBH;21.09.2025;21.09.2025;17001,00;EUR;
AR501413;Rechnung;100131;WEST FORMTEILE GMBH;04.09.2025;04.09.2025;20160,00;EUR;
AR501414;Rechnung;100076;PACTUM LOGISTIK SE;26.09.2025;26.09.2025;16603,00;EUR;
AR501415;Rechnung;100033;WEST TECHNIK GMBH;25.09.2025;25.09.2025;46477,00;EUR;
AR501416;Rechnung;100084;FOKUS LOGISTIK AG;29.09.2025;29.09.2025;28965,00;EUR;
AR501417;Rechnung;100125;AURORA HANDEL GMBH;05.09.2025;05.09.2025;38514,00;EUR;
AR501418;Rechnung;100146;ORION KARTON GMBH;17.09.2025;17.09.2025;52151,00;EUR;
AR501419;Rechnung;100134;SOLUM TRANSPORT E.K.;17.09.2025;17.09.2025;5648,00;EUR;
AR501420;Rechnung;100052;ORION TRANSPORT GMBH;21.09.2025;21.09.2025;4011,00;EUR;
AR501421;Rechnung;100101;WEST KARTON GMBH;09.09.2025;09.09.2025;11096,00;EUR;
AR501422;Rechnung;100110;RATIO RECYCLING E.K.;02.09.2025;02.09.2025;30032,00;EUR;
AR501423;Rechnung;100028;VEGA FOLIEN GMBH;20.09.2025;20.09.2025;2556,00;EUR;
AR501424;Rechnung;100005;CORVUS HANDEL KG;24.09.2025;24.09.2025;16997,00;EUR;
AR501425;Rechnung;100118;LUPUS PAPIER GMBH;23.09.2025;23.09.2025;41077,00;EUR;
AR501426;Rechnung;100047;ADLER KARTON KG;23.09.2025;23.09.2025;13040,00;EUR;
AR501427;Rechnung;100013;NOVA FORMTEILE GMBH;12.09.2025;12.09.2025;33493,00;EUR;
AR501428;Rechnung;100012;ATLAS FORMTEILE SE;02.09.2025;02.09.2025;8031,00;EUR;
AR501429;Rechnung;100113;MERKUR RECYCLING E.K.;18.09.2025;18.09.2025;46584,00;EUR;
AR501430;Rechnung;100133;ADLER FORMTEILE GMBH & CO. KG;27.09.2025;27.09.2025;7799,00;EUR;
AR501431;Rechnung;100088;NOVA BESCHICHTUNG GMBH;26.09.2025;26.09.2025;40476,00;EUR;
AR501432;Rechnung;100066;SOLUM PAPIER GMBH;26.09.2025;26.09.2025;5111,00;EUR;
AR501433;Rechnung;100108;ATLAS MASCHINEN AG;08.09.2025;08.09.2025;14766,00;EUR;
AR501434;Rechnung;100124;MERKUR MASCHINEN KG;29.09.2025;29.09.2025;29808,00;EUR;
AR501435;Rechnung;100050;OST CHEMIE GMBH;13.09.2025;13.09.2025;35040,00;EUR;
AR501436;Rechnung;100112;WEST CHEMIE GMBH & CO. KG;23.09.2025;23.09.2025;8131,00;EUR;
AR501437;Rechnung;100063;MERKUR DRUCK SE;10.09.2025;10.09.2025;14544,00;EUR;
AR501438;Rechnung;100119;TITAN WERKSTOFFE GMBH & CO. KG;16.09.2025;16.09.2025;39531,00;EUR;
AR501439;Rechnung;100045;HELIOS DRUCK GMBH;23.09.2025;23.09.2025;45006,00;EUR;
AR501440;Rechnung;100001;FOKUS KUNSTSTOFF GMBH;24.09.2025;24.09.2025;32290,00;EUR;
AR501441;Rechnung;100035;CIVES TECHNIK GMBH;25.09.2025;25.09.2025;26659,00;EUR;
AR501442;Rechnung;100105;WEST SYSTEME GMBH & CO. KG;27.09.2025;27.09.2025;41358,00;EUR;
AR501443;Rechnung;100015;OST WERKSTOFFE AG;21.09.2025;21.09.2025;12517,00;EUR;
AR501444;Rechnung;100049;OST KARTON AG;10.09.2025;10.09.2025;29867,00;EUR;
AR501445;Rechnung;100010;FOKUS TECHNIK GMBH;08.09.2025;08.09.2025;421,00;EUR;
AR501446;Rechnung;100099;VEGA CHEMIE KG;08.09.2025;08.09.2025;31578,00;EUR;
AR501447;Rechnung;100102;CASTOR FORMTEILE GMBH;22.09.2025;22.09.2025;47273,00;EUR;
AR501448;Rechnung;100107;CASTOR VERPACKUNG AG;07.09.2025;07.09.2025;20625,00;EUR;
AR501449;Rechnung;100149;RATIO DISTRIBUTION GMBH;11.09.2025;11.09.2025;26729,00;EUR;
AR501450;Rechnung;100153;KRONOS INDUSTRIEBEDARF E.K.;15.09.2025;15.09.2025;32202,00;EUR;
AR501451;Rechnung;100064;FALKE MASCHINEN GMBH;04.09.2025;04.09.2025;2127,00;EUR;
AR501452;Rechnung;100147;NOVA BESCHICHTUNG KG;04.09.2025;04.09.2025;29921,00;EUR;
AR501453;Rechnung;100130;TITAN DISTRIBUTION GMBH;16.09.2025;16.09.2025;42273,00;EUR;
AR501454;Rechnung;100003;IRIS MASCHINEN KG;05.09.2025;05.09.2025;48743,00;EUR;
AR501455;Rechnung;100112;WEST CHEMIE GMBH & CO. KG;16.09.2025;16.09.2025;21810,00;EUR;
AR501456;Rechnung;100114;ATLAS CHEMIE GMBH;24.09.2025;24.09.2025;12891,00;EUR;
AR501457;Rechnung;100012;ATLAS FORMTEILE SE;10.09.2025;10.09.2025;50135,00;EUR;
AR501458;Rechnung;100143;NOVA WERKSTOFFE KG;12.09.2025;12.09.2025;7474,00;EUR;
AR501459;Rechnung;100059;FOKUS RECYCLING GMBH & CO. KG;14.09.2025;14.09.2025;22169,00;EUR;
AR501460;Rechnung;100073;KRANICH MASCHINEN AG;27.09.2025;27.09.2025;23196,00;EUR;
AR501461;Rechnung;100052;ORION TRANSPORT GMBH;19.09.2025;19.09.2025;17995,00;EUR;
AR501462;Rechnung;100095;KRONOS MASCHINEN SE;20.09.2025;20.09.2025;25472,00;EUR;
AR501463;Rechnung;100033;WEST TECHNIK GMBH;13.09.2025;13.09.2025;18121,00;EUR;
AR501464;Rechnung;100001;FOKUS KUNSTSTOFF GMBH;30.09.2025;30.09.2025;52270,00;EUR;
AR501465;Rechnung;100022;WEST INDUSTRIEBEDARF GMBH;24.09.2025;24.09.2025;5453,00;EUR;
AR501466;Rechnung;100133;ADLER FORMTEILE GMBH & CO. KG;13.09.2025;13.09.2025;52623,00;EUR;
AR501467;Rechnung;100146;ORION KARTON GMBH;20.09.2025;20.09.2025;15214,00;EUR;
AR501468;Rechnung;100028;VEGA FOLIEN GMBH;12.09.2025;12.09.2025;12905,00;EUR;
AR501469;Rechnung;100153;KRONOS INDUSTRIEBEDARF E.K.;13.09.2025;13.09.2025;32287,00;EUR;
AR501470;Rechnung;100061;TERRA KARTON E.K.;25.09.2025;25.09.2025;33221,00;EUR;
AR501471;Rechnung;100017;HELIOS ETIKETTEN KG;08.09.2025;08.09.2025;50998,00;EUR;
AR501472;Rechnung;100138;ALPHA FOLIEN GMBH;11.09.2025;11.09.2025;12266,00;EUR;
AR501473;Rechnung;100137;PRISMA DISTRIBUTION GMBH;26.09.2025;26.09.2025;5849,00;EUR;
AR501474;Rechnung;100010;FOKUS TECHNIK GMBH;21.09.2025;21.09.2025;44266,00;EUR;
AR501475;Rechnung;100004;PRISMA SYSTEME AG;14.09.2025;14.09.2025;23118,00;EUR;
AR501476;Rechnung;100086;HELIOS FOLIEN GMBH & CO. KG;19.09.2025;19.09.2025;34033,00;EUR;
AR501477;Rechnung;100054;CIVES ETIKETTEN SE;27.09.2025;27.09.2025;50900,00;EUR;
AR501478;Rechnung;100035;CIVES TECHNIK GMBH;17.09.2025;17.09.2025;12671,00;EUR;
AR501479;Rechnung;100001;FOKUS KUNSTSTOFF GMBH;19.09.2025;19.09.2025;3861,00;EUR;
AR501480;Rechnung;100054;CIVES ETIKETTEN SE;06.09.2025;06.09.2025;47366,00;EUR;
AR501481;Rechnung;100122;FOKUS SYSTEME GMBH;04.09.2025;04.09.2025;9052,00;EUR;
AR501482;Rechnung;100067;NOVA DRUCK GMBH;07.09.2025;07.09.2025;41275,00;EUR;
AR501483;Rechnung;100066;SOLUM PAPIER GMBH;24.09.2025;24.09.2025;54555,00;EUR;
AR501484;Rechnung;100015;OST WERKSTOFFE AG;28.09.2025;28.09.2025;11925,00;EUR;
AR501485;Rechnung;100024;KRANICH HANDEL GMBH;20.09.2025;20.09.2025;41117,00;EUR;
AR501486;Rechnung;100102;CASTOR FORMTEILE GMBH;17.09.2025;17.09.2025;53595,00;EUR;
AR501487;Rechnung;100111;PACTUM RECYCLING E.K.;22.09.2025;22.09.2025;40836,00;EUR;
AR501488;Rechnung;100104;NORD INDUSTRIEBEDARF GMBH;18.09.2025;18.09.2025;12470,00;EUR;
AR501489;Rechnung;100028;VEGA FOLIEN GMBH;23.09.2025;23.09.2025;45404,00;EUR;
AR501490;Rechnung;100080;RATIO SYSTEME GMBH;30.09.2025;30.09.2025;15676,00;EUR;
AR501491;Rechnung;100109;SOLUM KARTON GMBH & CO. KG;10.09.2025;10.09.2025;10636,00;EUR;
AR501492;Rechnung;100118;LUPUS PAPIER GMBH;06.09.2025;06.09.2025;33253,00;EUR;
AR501493;Rechnung;100089;LUPUS RECYCLING GMBH;24.09.2025;24.09.2025;21465,00;EUR;
AR501494;Rechnung;100018;SOLUM RECYCLING AG;02.09.2025;02.09.2025;9276,00;EUR;
AR501495;Rechnung;100110;RATIO RECYCLING E.K.;11.09.2025;11.09.2025;28130,00;EUR;
AR501496;Rechnung;100068;VEGA ETIKETTEN KG;13.09.2025;13.09.2025;23111,00;EUR;
AR501497;Rechnung;100111;PACTUM RECYCLING E.K.;29.09.2025;29.09.2025;43836,00;EUR;
AR501498;Rechnung;100021;HELIOS RECYCLING GMBH;02.09.2025;02.09.2025;33252,00;EUR;
AR501499;Rechnung;100066;SOLUM PAPIER GMBH;24.09.2025;24.09.2025;25748,00;EUR;
AR501500;Rechnung;100035;CIVES TECHNIK GMBH;15.09.2025;15.09.2025;21545,00;EUR;
AR501501;Rechnung;100130;TITAN DISTRIBUTION GMBH;07.09.2025;07.09.2025;40559,00;EUR;
AR501502;Rechnung;100078;FALKE SYSTEME GMBH;30.09.2025;30.09.2025;28540,00;EUR;
AR501503;Rechnung;100155;RATIO TRANSPORT GMBH;29.09.2025;29.09.2025;41528,00;EUR;
AR501504;Rechnung;100077;KRANICH FORMTEILE E.K.;18.09.2025;18.09.2025;34172,00;EUR;
AR501505;Rechnung;100081;ADLER RECYCLING GMBH;19.09.2025;19.09.2025;14057,00;EUR;
AR501506;Rechnung;100004;PRISMA SYSTEME AG;27.09.2025;27.09.2025;7538,00;EUR;
AR501507;Rechnung;100113;MERKUR RECYCLING E.K.;16.09.2025;16.09.2025;38400,00;EUR;
AR501508;Rechnung;100108;ATLAS MASCHINEN AG;11.09.2025;11.09.2025;14802,00;EUR;
AR501509;Rechnung;100145;ATLAS RECYCLING SE;11.09.2025;11.09.2025;18953,00;EUR;
AR501510;Rechnung;100072;IRIS LOGISTIK E.K.;24.09.2025;24.09.2025;1642,00;EUR;
AR501511;Rechnung;100029;PRISMA WERKSTOFFE SE;02.09.2025;02.09.2025;4087,00;EUR;
AR501512;Rechnung;100093;TERRA RECYCLING GMBH;29.09.2025;29.09.2025;20785,00;EUR;
AR501513;Rechnung;100069;HELIOS WERKSTOFFE GMBH;02.09.2025;02.09.2025;26595,00;EUR;
AR501514;Rechnung;100107;CASTOR VERPACKUNG AG;06.09.2025;06.09.2025;41817,00;EUR;
AR501515;Rechnung;100136;KRANICH LOGISTIK GMBH;01.09.2025;01.09.2025;25826,00;EUR;
AR501516;Rechnung;100075;FALKE ETIKETTEN E.K.;18.09.2025;18.09.2025;2660,00;EUR;
AR501517;Rechnung;100092;SATURN ETIKETTEN GMBH;01.09.2025;01.09.2025;1873,00;EUR;
AR501518;Rechnung;100109;SOLUM KARTON GMBH & CO. KG;17.09.2025;17.09.2025;12728,00;EUR;
AR501519;Rechnung;100098;PACTUM FOLIEN AG;01.09.2025;01.09.2025;46577,00;EUR;
AR501520;Rechnung;100147;NOVA BESCHICHTUNG KG;12.09.2025;12.09.2025;29036,00;EUR;
AR501521;Rechnung;100087;SOLUM VERPACKUNG GMBH;19.09.2025;19.09.2025;45658,00;EUR;
AR501522;Rechnung;100054;CIVES ETIKETTEN SE;14.09.2025;14.09.2025;35301,00;EUR;
AR501523;Rechnung;100020;ADLER TRANSPORT GMBH;02.09.2025;02.09.2025;29103,00;EUR;
AR501524;Rechnung;100018;SOLUM RECYCLING AG;10.09.2025;10.09.2025;19901,00;EUR;
AR501525;Rechnung;100155;RATIO TRANSPORT GMBH;03.09.2025;03.09.2025;24464,00;EUR;
AR501526;Rechnung;100127;TERRA TECHNIK KG;12.09.2025;12.09.2025;6503,00;EUR;
AR501527;Rechnung;100076;PACTUM LOGISTIK SE;29.09.2025;29.09.2025;48403,00;EUR;
AR501528;Rechnung;100046;SÜD KUNSTSTOFF KG;25.09.2025;25.09.2025;19691,00;EUR;
AR501529;Rechnung;100055;ADLER DRUCK KG;23.09.2025;23.09.2025;32180,00;EUR;
AR501530;Rechnung;100155;RATIO TRANSPORT GMBH;05.10.2025;05.10.2025;49395,00;EUR;
AR501531;Rechnung;100059;FOKUS RECYCLING GMBH & CO. KG;01.10.2025;01.10.2025;49937,00;EUR;
AR501532;Rechnung;100129;ALPHA PAPIER E.K.;01.10.2025;01.10.2025;38401,00;EUR;
AR501533;Rechnung;100125;AURORA HANDEL GMBH;30.10.2025;30.10.2025;17571,00;EUR;
AR501534;Rechnung;100144;WEST CHEMIE SE;12.10.2025;12.10.2025;42495,00;EUR;
AR501535;Rechnung;100094;SATURN FORMTEILE SE;08.10.2025;08.10.2025;5813,00;EUR;
AR501536;Rechnung;100132;CORVUS CHEMIE KG;23.10.2025;23.10.2025;4124,00;EUR;
AR501537;Rechnung;100142;NOVA RECYCLING SE;03.10.2025;03.10.2025;11801,00;EUR;
AR501538;Rechnung;100103;IRIS MASCHINEN AG;21.10.2025;21.10.2025;3946,00;EUR;
AR501539;Rechnung;100096;ALPHA SYSTEME E.K.;26.10.2025;26.10.2025;10097,00;EUR;
AR501540;Rechnung;100120;WEST TECHNIK SE;03.10.2025;03.10.2025;15449,00;EUR;
AR501541;Rechnung;100094;SATURN FORMTEILE SE;29.10.2025;29.10.2025;40358,00;EUR;
